cluster_index	protein_index	cluster_number	cluster_member
Cluster_480	new_DNA_1649	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1650	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1651	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1652	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1653	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1654	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1655	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1656	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1657	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1658	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1659	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1660	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1661	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1662	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1639	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1640	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1641	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1642	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1643	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1690	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1685	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1686	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1687	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1688	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1689	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_481	new_DNA_1708	1	new_DNA_1708
Cluster_482	new_DNA_1772	1	new_DNA_1772
Cluster_483	new_DNA_1804	1	new_DNA_1804
Cluster_484	new_DNA_1868	1	new_DNA_1868
Cluster_485	new_DNA_1900	1	new_DNA_1900
Cluster_486	new_DNA_1932	1	new_DNA_1932
Cluster_487	new_DNA_1964	1	new_DNA_1964
Cluster_488	new_DNA_1996	1	new_DNA_1996
Cluster_489	new_DNA_2028	1	new_DNA_2028
Cluster_490	new_DNA_2092	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2093	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2094	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2095	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2090	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2091	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2100	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2103	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2102	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_490	new_DNA_2118	10	new_DNA_2092,new_DNA_2093,new_DNA_2094,new_DNA_2095,new_DNA_2090,new_DNA_2091,new_DNA_2100,new_DNA_2103,new_DNA_2102,new_DNA_2118
Cluster_491	new_DNA_2124	1	new_DNA_2124
Cluster_492	new_DNA_2188	8	new_DNA_2188,new_DNA_2158,new_DNA_2228,new_DNA_2222,new_DNA_2194,new_DNA_2234,new_DNA_2175,new_DNA_2177
Cluster_492	new_DNA_2158	8	new_DNA_2188,new_DNA_2158,new_DNA_2228,new_DNA_2222,new_DNA_2194,new_DNA_2234,new_DNA_2175,new_DNA_2177
Cluster_492	new_DNA_2228	8	new_DNA_2188,new_DNA_2158,new_DNA_2228,new_DNA_2222,new_DNA_2194,new_DNA_2234,new_DNA_2175,new_DNA_2177
Cluster_492	new_DNA_2222	8	new_DNA_2188,new_DNA_2158,new_DNA_2228,new_DNA_2222,new_DNA_2194,new_DNA_2234,new_DNA_2175,new_DNA_2177
Cluster_492	new_DNA_2194	8	new_DNA_2188,new_DNA_2158,new_DNA_2228,new_DNA_2222,new_DNA_2194,new_DNA_2234,new_DNA_2175,new_DNA_2177
